,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price,month
229429,for_sale,3.0,1.0,0.23,West Warwick,Rhode Island,2893.0,1620.0,2021-09-02,299999.0,2021-09
229430,for_sale,1.0,1.0,0.06,Bristol,Rhode Island,2809.0,594.0,2021-08-27,299900.0,2021-08
229436,for_sale,13.0,5.0,0.3,Pawtucket,Rhode Island,2860.0,6976.0,2021-06-07,650000.0,2021-06
229455,for_sale,4.0,2.0,0.07,Providence,Rhode Island,2905.0,851.0,2021-04-29,295000.0,2021-04
229460,for_sale,3.0,3.0,0.09,Pawtucket,Rhode Island,2861.0,1056.0,2021-11-03,395000.0,2021-11
229491,for_sale,4.0,6.0,2.96,East Greenwich,Rhode Island,2818.0,6959.0,2021-10-14,2100000.0,2021-10
229495,for_sale,5.0,4.0,1.16,Warwick,Rhode Island,2818.0,4722.0,2021-05-18,789900.0,2021-05
229505,for_sale,3.0,1.0,0.11,Providence,Rhode Island,2907.0,1224.0,2021-11-22,289900.0,2021-11
229510,for_sale,2.0,1.0,0.2,Cranston,Rhode Island,2920.0,1240.0,2021-09-24,329900.0,2021-09
229550,for_sale,3.0,1.0,0.11,West Warwick,Rhode Island,2893.0,1400.0,2021-10-01,289900.0,2021-10
229557,for_sale,4.0,2.0,0.38,North Providence,Rhode Island,2911.0,3458.0,2021-11-10,380000.0,2021-11
229577,for_sale,6.0,2.0,0.11,Pawtucket,Rhode Island,2860.0,3720.0,2021-12-01,324000.0,2021-12
229589,for_sale,8.0,3.0,0.09,Providence,Rhode Island,2907.0,4128.0,2021-04-19,399900.0,2021-04
229597,for_sale,3.0,3.0,0.76,Barrington,Rhode Island,2806.0,2100.0,2021-12-16,559900.0,2021-12
229655,for_sale,3.0,2.0,0.24,West Warwick,Rhode Island,2893.0,1085.0,2021-04-14,339900.0,2021-04
229671,for_sale,3.0,2.0,0.11,Cranston,Rhode Island,2910.0,1645.0,2021-08-13,339900.0,2021-08
229702,for_sale,3.0,1.0,0.12,Pawtucket,Rhode Island,2861.0,1161.0,2021-12-30,325000.0,2021-12
229710,for_sale,3.0,1.0,0.94,Sterling,Connecticut,6377.0,1152.0,2021-08-30,259625.0,2021-08
229721,for_sale,3.0,4.0,0.74,Warwick,Rhode Island,2886.0,2139.0,2022-03-02,455000.0,2022-03
229723,for_sale,3.0,2.0,0.07,North Providence,Rhode Island,2911.0,1662.0,2021-10-08,325000.0,2021-10
229781,for_sale,3.0,2.0,0.1,Cranston,Rhode Island,2920.0,1175.0,2021-06-15,317500.0,2021-06
229783,for_sale,3.0,1.0,0.48,North Kingstown,Rhode Island,2852.0,1150.0,2021-06-01,429900.0,2021-06
229784,for_sale,3.0,1.0,0.27,Warwick,Rhode Island,2888.0,1393.0,2021-07-16,400000.0,2021-07
229802,for_sale,4.0,2.0,0.11,Providence,Rhode Island,2908.0,1267.0,2021-05-11,269900.0,2021-05
229810,for_sale,2.0,1.0,0.15,Warwick,Rhode Island,2889.0,889.0,2021-07-23,249900.0,2021-07
229820,for_sale,3.0,1.0,0.26,West Warwick,Rhode Island,2893.0,1050.0,2021-11-18,364900.0,2021-11
229841,for_sale,2.0,1.0,0.23,Warwick,Rhode Island,2889.0,930.0,2022-01-10,249900.0,2022-01
229865,for_sale,2.0,2.0,0.11,Cranston,Rhode Island,2910.0,1028.0,2021-06-30,310000.0,2021-06
229881,for_sale,3.0,3.0,0.11,Pawtucket,Rhode Island,2861.0,3359.0,2021-03-31,200000.0,2021-03
229920,for_sale,6.0,3.0,0.44,Cumberland,Rhode Island,2864.0,2137.0,2021-11-12,399900.0,2021-11
229923,for_sale,3.0,3.0,2.95,Voluntown,Connecticut,6384.0,2000.0,2021-03-29,599000.0,2021-03
229942,for_sale,3.0,2.0,0.08,Providence,Rhode Island,2909.0,1613.0,2021-12-20,350000.0,2021-12
229956,for_sale,2.0,1.0,0.11,Providence,Rhode Island,2908.0,1076.0,2021-11-19,259900.0,2021-11
230044,for_sale,3.0,3.0,0.67,Barrington,Rhode Island,2806.0,2583.0,2021-05-10,749900.0,2021-05
230084,for_sale,3.0,2.0,0.16,East Providence,Rhode Island,2915.0,952.0,2022-01-07,429900.0,2022-01
230088,for_sale,2.0,1.0,0.12,Barrington,Rhode Island,2806.0,970.0,2021-03-25,379000.0,2021-03
230099,for_sale,7.0,4.0,0.12,Cranston,Rhode Island,2905.0,4390.0,2021-10-29,409900.0,2021-10
230109,for_sale,3.0,1.0,0.32,Smithfield,Rhode Island,2828.0,976.0,2021-10-07,309900.0,2021-10
230113,for_sale,3.0,2.0,0.11,Cranston,Rhode Island,2910.0,1638.0,2022-01-07,325000.0,2022-01
230121,for_sale,3.0,2.0,0.12,Barrington,Rhode Island,2806.0,1150.0,2021-11-04,569000.0,2021-11
230153,for_sale,3.0,2.0,0.2,Warwick,Rhode Island,2888.0,2316.0,2021-05-18,385000.0,2021-05
230170,for_sale,3.0,2.0,0.53,Coventry,Rhode Island,2816.0,1728.0,2021-07-23,360000.0,2021-07
230178,for_sale,3.0,1.0,0.09,Providence,Rhode Island,2904.0,1134.0,2021-12-06,299900.0,2021-12
230201,for_sale,3.0,2.0,0.29,West Greenwich,Rhode Island,2817.0,1028.0,2021-07-09,424900.0,2021-07
230243,for_sale,3.0,1.0,0.15,West Warwick,Rhode Island,2893.0,1096.0,2021-10-18,299900.0,2021-10
230248,for_sale,3.0,2.0,0.22,Pawtucket,Rhode Island,2861.0,1316.0,2021-11-05,389900.0,2021-11
230249,for_sale,3.0,2.0,0.12,Cranston,Rhode Island,2905.0,1200.0,2022-01-04,395000.0,2022-01
230250,for_sale,3.0,2.0,0.18,Cranston,Rhode Island,2920.0,1107.0,2022-01-10,375000.0,2022-01
230308,for_sale,3.0,2.0,0.12,Barrington,Rhode Island,2806.0,1540.0,2021-09-10,520000.0,2021-09
230335,for_sale,3.0,2.0,0.21,Warwick,Rhode Island,2888.0,1020.0,2021-10-19,349900.0,2021-10
230347,for_sale,3.0,1.0,0.16,Warwick,Rhode Island,2886.0,1142.0,2021-08-16,314900.0,2021-08
230348,for_sale,3.0,2.0,0.23,Providence,Rhode Island,2906.0,2023.0,2021-10-14,1095000.0,2021-10
230405,for_sale,5.0,3.0,0.12,East Providence,Rhode Island,2914.0,1880.0,2022-02-07,342500.0,2022-02
230412,for_sale,3.0,2.0,0.11,Pawtucket,Rhode Island,2860.0,2360.0,2021-05-04,319000.0,2021-05
230419,for_sale,3.0,3.0,1.97,Coventry,Rhode Island,2816.0,1800.0,2021-07-22,599000.0,2021-07
230425,for_sale,3.0,2.0,0.09,Providence,Rhode Island,2905.0,1530.0,2021-04-19,320000.0,2021-04
230426,for_sale,2.0,1.0,0.17,Cranston,Rhode Island,2920.0,1100.0,2021-08-31,309000.0,2021-08
230441,for_sale,4.0,2.0,0.15,Providence,Rhode Island,2909.0,4256.0,2022-01-21,425000.0,2022-01
230445,for_sale,1.0,1.0,0.15,Warwick,Rhode Island,2889.0,648.0,2021-05-28,200000.0,2021-05
230450,for_sale,3.0,3.0,0.1,East Providence,Rhode Island,2914.0,1352.0,2021-12-01,324900.0,2021-12
230455,for_sale,3.0,3.0,0.2,Warwick,Rhode Island,2889.0,1512.0,2022-02-18,399900.0,2022-02
230463,for_sale,4.0,3.0,0.2,Johnston,Rhode Island,2919.0,1512.0,2021-03-31,419000.0,2021-03
230470,for_sale,4.0,2.0,0.16,East Providence,Rhode Island,2915.0,1590.0,2021-09-20,469900.0,2021-09
230489,for_sale,6.0,4.0,0.09,Providence,Rhode Island,2909.0,3520.0,2021-07-09,450000.0,2021-07
230535,for_sale,3.0,3.0,0.11,East Greenwich,Rhode Island,2818.0,2472.0,2021-06-25,699900.0,2021-06
230545,for_sale,3.0,2.0,0.2,Cranston,Rhode Island,2920.0,1311.0,2021-06-07,489900.0,2021-06
230546,for_sale,4.0,2.0,0.3,Bristol,Rhode Island,2809.0,2285.0,2021-09-27,543000.0,2021-09
230614,for_sale,3.0,1.0,0.07,Providence,Rhode Island,2907.0,950.0,2021-08-17,175000.0,2021-08
230624,for_sale,3.0,2.0,0.23,Cranston,Rhode Island,2910.0,1213.0,2021-11-23,325000.0,2021-11
230656,for_sale,3.0,3.0,0.15,Cranston,Rhode Island,2910.0,1320.0,2021-10-29,269000.0,2021-10
230672,for_sale,4.0,1.0,0.14,Warwick,Rhode Island,2888.0,864.0,2021-11-09,255000.0,2021-11
230677,for_sale,2.0,1.0,0.34,Warwick,Rhode Island,2886.0,788.0,2021-11-12,255000.0,2021-11
230712,for_sale,3.0,2.0,0.09,Providence,Rhode Island,2905.0,1750.0,2022-02-07,325000.0,2022-02
230718,for_sale,3.0,2.0,0.46,Cranston,Rhode Island,2920.0,2008.0,2022-02-15,549000.0,2022-02
230721,for_sale,2.0,2.0,0.15,Johnston,Rhode Island,2919.0,1197.0,2022-01-13,329000.0,2022-01
230729,for_sale,6.0,4.0,0.09,Providence,Rhode Island,2905.0,3600.0,2022-01-24,489000.0,2022-01
230744,for_sale,2.0,2.0,0.13,Providence,Rhode Island,2904.0,1025.0,2022-01-14,259900.0,2022-01
230763,for_sale,4.0,4.0,2.94,West Greenwich,Rhode Island,2817.0,2542.0,2022-02-25,629900.0,2022-02
230766,for_sale,3.0,2.0,0.1,Providence,Rhode Island,2904.0,1269.0,2022-02-10,274900.0,2022-02
230781,for_sale,4.0,2.0,0.08,Providence,Rhode Island,2908.0,1762.0,2022-03-04,284900.0,2022-03
230796,for_sale,2.0,1.0,0.11,Coventry,Rhode Island,2816.0,1000.0,2021-12-07,225000.0,2021-12
230798,for_sale,3.0,1.0,0.06,Providence,Rhode Island,2906.0,1500.0,2022-03-02,299900.0,2022-03
230811,for_sale,4.0,2.0,0.19,Warwick,Rhode Island,2886.0,1545.0,2021-11-01,369900.0,2021-11
230812,for_sale,4.0,2.0,0.11,Providence,Rhode Island,2909.0,2990.0,2021-05-04,359900.0,2021-05
230857,for_sale,3.0,1.0,0.07,Providence,Rhode Island,2905.0,800.0,2021-09-07,225000.0,2021-09
230875,for_sale,2.0,2.0,0.12,Providence,Rhode Island,2908.0,1248.0,2022-02-14,210000.0,2022-02
230887,for_sale,4.0,3.0,3.29,Plainfield,Connecticut,6374.0,1975.0,2021-07-27,499900.0,2021-07
230889,for_sale,3.0,4.0,0.46,Coventry,Rhode Island,2816.0,2382.0,2021-06-17,589000.0,2021-06
230911,for_sale,6.0,2.0,0.07,Providence,Rhode Island,2909.0,2256.0,2021-04-23,455000.0,2021-04
230917,for_sale,2.0,1.0,0.12,Coventry,Rhode Island,2816.0,620.0,2022-01-19,209900.0,2022-01
230961,for_sale,3.0,2.0,0.07,Providence,Rhode Island,2908.0,1550.0,2022-01-11,215000.0,2022-01
230969,for_sale,2.0,1.0,0.4,Cranston,Rhode Island,2831.0,884.0,2021-10-20,334900.0,2021-10
231020,for_sale,4.0,4.0,0.1,Providence,Rhode Island,2906.0,3026.0,2021-04-02,1050000.0,2021-04
231034,for_sale,4.0,2.0,0.39,Smithfield,Rhode Island,2917.0,1456.0,2021-08-06,469900.0,2021-08
231056,for_sale,3.0,2.0,0.21,North Providence,Rhode Island,2911.0,1556.0,2021-09-03,365000.0,2021-09
231060,for_sale,3.0,2.0,0.18,Johnston,Rhode Island,2919.0,1570.0,2021-05-07,419900.0,2021-05
231069,for_sale,3.0,1.0,0.25,Warwick,Rhode Island,2886.0,912.0,2021-09-29,289900.0,2021-09
231083,for_sale,3.0,1.0,0.78,Killingly,Connecticut,6239.0,1550.0,2021-04-12,280000.0,2021-04
231085,for_sale,3.0,3.0,1.0,Scituate,Rhode Island,2857.0,1904.0,2021-05-20,475000.0,2021-05
231097,for_sale,4.0,4.0,0.83,Smithfield,Rhode Island,2828.0,3248.0,2021-06-29,674900.0,2021-06
231098,for_sale,3.0,1.0,0.23,West Warwick,Rhode Island,2893.0,1620.0,2021-09-02,299999.0,2021-09
231117,for_sale,4.0,2.0,0.07,Providence,Rhode Island,2905.0,851.0,2021-04-29,295000.0,2021-04
231134,for_sale,2.0,1.0,0.2,Cranston,Rhode Island,2920.0,1240.0,2021-09-24,329900.0,2021-09
231150,for_sale,4.0,6.0,2.96,East Greenwich,Rhode Island,2818.0,6959.0,2021-10-14,2100000.0,2021-10
231155,for_sale,5.0,4.0,1.16,Warwick,Rhode Island,2818.0,4722.0,2021-05-18,789900.0,2021-05
231167,for_sale,3.0,1.0,0.11,Providence,Rhode Island,2907.0,1224.0,2021-11-22,289900.0,2021-11
231188,for_sale,3.0,1.0,0.11,West Warwick,Rhode Island,2893.0,1400.0,2021-10-01,289900.0,2021-10
231205,for_sale,8.0,3.0,0.09,Providence,Rhode Island,2907.0,4128.0,2021-04-19,399900.0,2021-04
231224,for_sale,4.0,2.0,0.38,North Providence,Rhode Island,2911.0,3458.0,2021-11-10,380000.0,2021-11
231279,for_sale,3.0,2.0,0.24,West Warwick,Rhode Island,2893.0,1085.0,2021-04-14,339900.0,2021-04
231293,for_sale,3.0,1.0,0.37,Ledyard,Connecticut,6339.0,960.0,2021-04-08,240000.0,2021-04
231303,for_sale,3.0,2.0,0.11,Cranston,Rhode Island,2910.0,1645.0,2021-08-13,339900.0,2021-08
231365,for_sale,3.0,2.0,0.1,Cranston,Rhode Island,2920.0,1175.0,2021-06-15,317500.0,2021-06
231381,for_sale,3.0,1.0,0.94,Sterling,Connecticut,6377.0,1152.0,2021-08-30,259625.0,2021-08
231392,for_sale,3.0,2.0,0.07,North Providence,Rhode Island,2911.0,1662.0,2021-10-08,325000.0,2021-10
231394,for_sale,4.0,2.0,0.11,Providence,Rhode Island,2908.0,1267.0,2021-05-11,269900.0,2021-05
231396,for_sale,3.0,4.0,0.74,Warwick,Rhode Island,2886.0,2139.0,2022-03-02,455000.0,2022-03
231435,for_sale,3.0,1.0,0.26,West Warwick,Rhode Island,2893.0,1050.0,2021-11-18,364900.0,2021-11
231444,for_sale,2.0,2.0,0.11,Cranston,Rhode Island,2910.0,1028.0,2021-06-30,310000.0,2021-06
231456,for_sale,3.0,3.0,7.4,Plainfield,Connecticut,6374.0,2860.0,2021-11-15,495000.0,2021-11
231517,for_sale,3.0,2.0,0.08,Providence,Rhode Island,2909.0,1613.0,2021-12-20,350000.0,2021-12
231548,for_sale,3.0,3.0,2.95,Voluntown,Connecticut,6384.0,2000.0,2021-03-29,599000.0,2021-03
231566,for_sale,2.0,1.0,0.11,Providence,Rhode Island,2908.0,1076.0,2021-11-19,259900.0,2021-11
231641,for_sale,7.0,4.0,0.12,Cranston,Rhode Island,2905.0,4390.0,2021-10-29,409900.0,2021-10
231653,for_sale,3.0,1.0,0.32,Smithfield,Rhode Island,2828.0,976.0,2021-10-07,309900.0,2021-10
231686,for_sale,3.0,2.0,0.11,Cranston,Rhode Island,2910.0,1638.0,2022-01-07,325000.0,2022-01
231694,for_sale,3.0,2.0,0.2,Warwick,Rhode Island,2888.0,2316.0,2021-05-18,385000.0,2021-05
231719,for_sale,3.0,2.0,0.53,Coventry,Rhode Island,2816.0,1728.0,2021-07-23,360000.0,2021-07
231723,for_sale,3.0,1.0,0.91,Killingly,Connecticut,6239.0,1144.0,2021-10-19,315000.0,2021-10
231732,for_sale,3.0,1.0,0.09,Providence,Rhode Island,2904.0,1134.0,2021-12-06,299900.0,2021-12
231737,for_sale,3.0,2.0,0.29,West Greenwich,Rhode Island,2817.0,1028.0,2021-07-09,424900.0,2021-07
231743,for_sale,3.0,2.0,0.18,Cranston,Rhode Island,2920.0,1107.0,2022-01-10,375000.0,2022-01
231752,for_sale,3.0,2.0,2.0,Canterbury,Connecticut,6331.0,1635.0,2021-11-02,329900.0,2021-11
231787,for_sale,3.0,2.0,0.21,Warwick,Rhode Island,2888.0,1020.0,2021-10-19,349900.0,2021-10
231824,for_sale,3.0,1.0,0.15,West Warwick,Rhode Island,2893.0,1096.0,2021-10-18,299900.0,2021-10
231827,for_sale,3.0,2.0,0.12,Cranston,Rhode Island,2905.0,1200.0,2022-01-04,395000.0,2022-01
231862,for_sale,3.0,2.0,0.74,Norwich,Connecticut,6360.0,1440.0,2021-03-16,255000.0,2021-03
231865,for_sale,3.0,2.0,0.26,Voluntown,Connecticut,6384.0,1040.0,2021-08-09,299900.0,2021-08
231867,for_sale,4.0,2.0,0.15,Providence,Rhode Island,2909.0,4256.0,2022-01-21,425000.0,2022-01
231870,for_sale,1.0,1.0,0.15,Warwick,Rhode Island,2889.0,648.0,2021-05-28,200000.0,2021-05
231886,for_sale,3.0,3.0,0.2,Warwick,Rhode Island,2889.0,1512.0,2022-02-18,399900.0,2022-02
231890,for_sale,4.0,3.0,0.2,Johnston,Rhode Island,2919.0,1512.0,2021-03-31,419000.0,2021-03
231920,for_sale,4.0,5.0,0.33,East Greenwich,Rhode Island,2818.0,4070.0,2021-03-24,1675000.0,2021-03
231922,for_sale,6.0,4.0,0.09,Providence,Rhode Island,2909.0,3520.0,2021-07-09,450000.0,2021-07
231955,for_sale,3.0,3.0,0.5,Cumberland,Rhode Island,2864.0,1568.0,2021-09-27,444999.0,2021-09
231963,for_sale,4.0,2.0,0.63,Cumberland,Rhode Island,2864.0,1670.0,2021-04-09,380000.0,2021-04
231989,for_sale,4.0,1.0,2.02,Burrillville,Rhode Island,2830.0,1368.0,2021-11-18,339000.0,2021-11
231993,for_sale,3.0,1.0,0.05,North Providence,Rhode Island,2911.0,1028.0,2021-05-21,254900.0,2021-05
231995,for_sale,3.0,1.0,1.17,Thompson,Connecticut,6255.0,912.0,2022-02-17,269900.0,2022-02
232001,for_sale,4.0,3.0,10.43,Cumberland,Rhode Island,2864.0,4360.0,2021-04-16,879900.0,2021-04
232034,for_sale,3.0,1.0,0.1,Woonsocket,Rhode Island,2895.0,1012.0,2021-10-15,155000.0,2021-10
232074,for_sale,3.0,3.0,0.41,Cumberland,Rhode Island,2864.0,2348.0,2021-10-01,715000.0,2021-10
232079,for_sale,3.0,1.0,0.24,Cumberland,Rhode Island,2864.0,1389.0,2022-02-25,349900.0,2022-02
232082,for_sale,4.0,1.0,0.22,Burrillville,Rhode Island,2859.0,1476.0,2021-03-11,345000.0,2021-03
232085,for_sale,6.0,2.0,0.23,North Providence,Rhode Island,2904.0,1827.0,2021-07-08,405000.0,2021-07
232099,for_sale,4.0,5.0,4.98,Thompson,Connecticut,6255.0,4388.0,2021-05-06,825000.0,2021-05
232147,for_sale,3.0,1.0,1.56,Glocester,Rhode Island,2814.0,1381.0,2022-01-19,342000.0,2022-01
232161,for_sale,3.0,2.0,0.21,North Providence,Rhode Island,2911.0,1556.0,2021-09-03,365000.0,2021-09
232169,for_sale,4.0,2.0,0.39,Smithfield,Rhode Island,2917.0,1456.0,2021-08-06,469900.0,2021-08
232182,for_sale,3.0,3.0,1.0,Scituate,Rhode Island,2857.0,1904.0,2021-05-20,475000.0,2021-05
232187,for_sale,5.0,3.0,2.1,Burrillville,Rhode Island,2859.0,3239.0,2021-11-22,599000.0,2021-11
232190,for_sale,4.0,4.0,0.83,Smithfield,Rhode Island,2828.0,3248.0,2021-06-29,674900.0,2021-06
232240,for_sale,4.0,2.0,0.38,North Providence,Rhode Island,2911.0,3458.0,2021-11-10,380000.0,2021-11
232254,for_sale,3.0,2.0,0.22,North Smithfield,Rhode Island,2896.0,912.0,2022-01-10,339000.0,2022-01
232290,for_sale,3.0,2.0,0.07,North Providence,Rhode Island,2911.0,1662.0,2021-10-08,325000.0,2021-10
232295,for_sale,3.0,2.0,0.16,Woonsocket,Rhode Island,2895.0,1038.0,2021-09-17,349000.0,2021-09
232359,for_sale,10.0,2.0,0.12,Woonsocket,Rhode Island,2895.0,2504.0,2021-03-15,330000.0,2021-03
232361,for_sale,3.0,3.0,0.21,Burrillville,Rhode Island,2859.0,2318.0,2021-10-14,449000.0,2021-10
232397,for_sale,3.0,2.0,0.1,Woonsocket,Rhode Island,2895.0,1047.0,2021-12-14,269994.0,2021-12
232404,for_sale,3.0,1.0,0.32,Smithfield,Rhode Island,2828.0,976.0,2021-10-07,309900.0,2021-10
232423,for_sale,3.0,1.0,0.33,Cumberland,Rhode Island,2864.0,1120.0,2021-09-27,275000.0,2021-09
232479,for_sale,3.0,2.0,1.49,North Smithfield,Rhode Island,2896.0,1977.0,2021-12-30,550000.0,2021-12
232483,for_sale,3.0,1.0,0.13,Woonsocket,Rhode Island,2895.0,1056.0,2021-04-05,319000.0,2021-04
232513,for_sale,3.0,1.0,0.24,North Smithfield,Rhode Island,2896.0,1478.0,2021-12-07,399000.0,2021-12
232541,for_sale,2.0,1.0,0.46,Glocester,Rhode Island,2814.0,875.0,2022-02-08,179000.0,2022-02
232555,for_sale,2.0,2.0,1.0,Cumberland,Rhode Island,2864.0,1864.0,2021-10-15,499000.0,2021-10
232606,for_sale,3.0,1.0,0.24,Smithfield,Rhode Island,2828.0,1052.0,2021-11-30,369999.0,2021-11
232615,for_sale,3.0,2.0,0.19,Woonsocket,Rhode Island,2895.0,1654.0,2022-01-04,339900.0,2022-01
232627,for_sale,1.0,1.0,0.07,Warwick,Rhode Island,2889.0,640.0,2021-06-07,214900.0,2021-06
232630,for_sale,6.0,2.0,0.47,West Warwick,Rhode Island,2893.0,1471.0,2021-09-24,279900.0,2021-09
232635,for_sale,3.0,2.0,0.23,Cranston,Rhode Island,2910.0,1213.0,2021-11-23,325000.0,2021-11
232684,for_sale,2.0,1.0,0.34,Warwick,Rhode Island,2886.0,788.0,2021-11-12,255000.0,2021-11
232688,for_sale,4.0,1.0,0.14,Warwick,Rhode Island,2888.0,864.0,2021-11-09,255000.0,2021-11
232708,for_sale,2.0,2.0,0.21,Coventry,Rhode Island,2816.0,912.0,2021-10-14,389900.0,2021-10
232731,for_sale,4.0,4.0,2.94,West Greenwich,Rhode Island,2817.0,2542.0,2022-02-25,629900.0,2022-02
232732,for_sale,2.0,1.0,0.11,Coventry,Rhode Island,2816.0,1000.0,2021-12-07,225000.0,2021-12
232749,for_sale,4.0,2.0,0.19,Warwick,Rhode Island,2886.0,1545.0,2021-11-01,369900.0,2021-11
232765,for_sale,2.0,1.0,0.12,Coventry,Rhode Island,2816.0,620.0,2022-01-19,209900.0,2022-01
232781,for_sale,3.0,4.0,0.46,Coventry,Rhode Island,2816.0,2382.0,2021-06-17,589000.0,2021-06
232816,for_sale,2.0,1.0,0.4,Cranston,Rhode Island,2831.0,884.0,2021-10-20,334900.0,2021-10
232847,for_sale,3.0,1.0,0.07,Warwick,Rhode Island,2889.0,763.0,2021-05-19,197000.0,2021-05
232870,for_sale,3.0,1.0,0.25,Warwick,Rhode Island,2886.0,912.0,2021-09-29,289900.0,2021-09
232886,for_sale,3.0,1.0,0.78,Killingly,Connecticut,6239.0,1550.0,2021-04-12,280000.0,2021-04
232889,for_sale,3.0,3.0,1.0,Scituate,Rhode Island,2857.0,1904.0,2021-05-20,475000.0,2021-05
232896,for_sale,3.0,1.0,0.23,West Warwick,Rhode Island,2893.0,1620.0,2021-09-02,299999.0,2021-09
232919,for_sale,5.0,4.0,1.16,Warwick,Rhode Island,2818.0,4722.0,2021-05-18,789900.0,2021-05
232932,for_sale,2.0,1.0,0.2,Cranston,Rhode Island,2920.0,1240.0,2021-09-24,329900.0,2021-09
232936,for_sale,3.0,1.0,0.11,West Warwick,Rhode Island,2893.0,1400.0,2021-10-01,289900.0,2021-10
232980,for_sale,3.0,1.0,0.23,Putnam,Connecticut,6260.0,912.0,2021-09-22,239000.0,2021-09
232995,for_sale,3.0,2.0,0.24,West Warwick,Rhode Island,2893.0,1085.0,2021-04-14,339900.0,2021-04
233027,for_sale,3.0,4.0,0.74,Warwick,Rhode Island,2886.0,2139.0,2022-03-02,455000.0,2022-03
233032,for_sale,3.0,2.0,0.1,Cranston,Rhode Island,2920.0,1175.0,2021-06-15,317500.0,2021-06
233041,for_sale,3.0,1.0,0.48,North Kingstown,Rhode Island,2852.0,1150.0,2021-06-01,429900.0,2021-06
233042,for_sale,3.0,1.0,0.27,Warwick,Rhode Island,2888.0,1393.0,2021-07-16,400000.0,2021-07
233051,for_sale,3.0,3.0,7.4,Plainfield,Connecticut,6374.0,2860.0,2021-11-15,495000.0,2021-11
233055,for_sale,3.0,1.0,0.94,Sterling,Connecticut,6377.0,1152.0,2021-08-30,259625.0,2021-08
233063,for_sale,2.0,1.0,0.15,Warwick,Rhode Island,2889.0,889.0,2021-07-23,249900.0,2021-07
233079,for_sale,3.0,1.0,0.26,West Warwick,Rhode Island,2893.0,1050.0,2021-11-18,364900.0,2021-11
233102,for_sale,3.0,3.0,2.95,Voluntown,Connecticut,6384.0,2000.0,2021-03-29,599000.0,2021-03
233191,for_sale,3.0,2.0,0.2,Warwick,Rhode Island,2888.0,2316.0,2021-05-18,385000.0,2021-05
233203,for_sale,3.0,2.0,0.29,West Greenwich,Rhode Island,2817.0,1028.0,2021-07-09,424900.0,2021-07
233224,for_sale,3.0,2.0,0.53,Coventry,Rhode Island,2816.0,1728.0,2021-07-23,360000.0,2021-07
233231,for_sale,3.0,1.0,0.91,Killingly,Connecticut,6239.0,1144.0,2021-10-19,315000.0,2021-10
233249,for_sale,3.0,1.0,0.15,West Warwick,Rhode Island,2893.0,1096.0,2021-10-18,299900.0,2021-10
233254,for_sale,3.0,2.0,0.18,Cranston,Rhode Island,2920.0,1107.0,2022-01-10,375000.0,2022-01
233261,for_sale,3.0,2.0,2.0,Canterbury,Connecticut,6331.0,1635.0,2021-11-02,329900.0,2021-11
233279,for_sale,4.0,2.0,0.32,Putnam,Connecticut,6260.0,1665.0,2021-10-21,315000.0,2021-10
233307,for_sale,3.0,3.0,1.97,Coventry,Rhode Island,2816.0,1800.0,2021-07-22,599000.0,2021-07
233310,for_sale,2.0,1.0,0.17,Cranston,Rhode Island,2920.0,1100.0,2021-08-31,309000.0,2021-08
233367,for_sale,2.0,3.0,0.15,Newport,Rhode Island,2840.0,1627.0,2021-12-20,1469000.0,2021-12
233414,for_sale,3.0,2.0,0.18,Middletown,Rhode Island,2842.0,1376.0,2021-08-24,439000.0,2021-08
233418,for_sale,4.0,2.0,0.16,Middletown,Rhode Island,2842.0,1631.0,2021-12-10,479000.0,2021-12
233433,for_sale,6.0,4.0,1.02,Middletown,Rhode Island,2842.0,5044.0,2021-04-01,1000000.0,2021-04
233445,for_sale,2.0,1.0,0.2,Middletown,Rhode Island,2842.0,904.0,2021-04-06,850000.0,2021-04
233454,for_sale,5.0,5.0,1.19,Middletown,Rhode Island,2842.0,4482.0,2022-02-17,5000000.0,2022-02
233455,for_sale,3.0,1.0,0.48,North Kingstown,Rhode Island,2852.0,1150.0,2021-06-01,429900.0,2021-06
233470,for_sale,3.0,3.0,0.53,North Kingstown,Rhode Island,2852.0,1731.0,2021-10-18,570000.0,2021-10
233523,for_sale,3.0,3.0,0.21,Burrillville,Rhode Island,2859.0,2318.0,2021-10-14,449000.0,2021-10
233527,for_sale,5.0,3.0,2.1,Burrillville,Rhode Island,2859.0,3239.0,2021-11-22,599000.0,2021-11
233528,for_sale,4.0,1.0,0.22,Burrillville,Rhode Island,2859.0,1476.0,2021-03-11,345000.0,2021-03
233552,for_sale,3.0,2.0,0.11,Pawtucket,Rhode Island,2860.0,2360.0,2021-05-04,319000.0,2021-05
233561,for_sale,3.0,2.0,0.09,Pawtucket,Rhode Island,2860.0,1524.0,2021-09-13,335000.0,2021-09
233585,for_sale,3.0,3.0,0.11,Pawtucket,Rhode Island,2861.0,3359.0,2021-03-31,200000.0,2021-03
233608,for_sale,3.0,1.0,0.12,Pawtucket,Rhode Island,2861.0,1161.0,2021-12-30,325000.0,2021-12
233615,for_sale,3.0,2.0,0.22,Pawtucket,Rhode Island,2861.0,1316.0,2021-11-05,389900.0,2021-11
233642,for_sale,6.0,3.0,0.44,Cumberland,Rhode Island,2864.0,2137.0,2021-11-12,399900.0,2021-11
