,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price,month
719969,for_sale,4.0,2.0,0.29,Spotswood,New Jersey,8884.0,1248.0,2022-01-24,249999.0,2022-01
720247,for_sale,6.0,3.0,0.08,Staten Island,New York,10306.0,2156.0,2022-03-02,1299999.0,2022-03
720277,for_sale,3.0,3.0,0.08,Keyport,New Jersey,7735.0,1405.0,2021-05-13,339000.0,2021-05
720294,for_sale,4.0,3.0,0.35,Fords,New Jersey,8863.0,1896.0,2021-07-01,565000.0,2021-07
720349,for_sale,4.0,3.0,0.14,Carteret,New Jersey,7008.0,1305.0,2022-02-08,490000.0,2022-02
720405,for_sale,3.0,2.0,0.13,Middlesex,New Jersey,8846.0,1030.0,2021-08-30,450000.0,2021-08
720474,for_sale,5.0,5.0,0.28,Edison,New Jersey,8820.0,4200.0,2021-06-15,989000.0,2021-06
720481,for_sale,2.0,2.0,0.11,Colonia,New Jersey,7067.0,1050.0,2021-04-27,374900.0,2021-04
720492,for_sale,5.0,3.0,0.38,East Brunswick,New Jersey,8816.0,3326.0,2021-06-29,649500.0,2021-06
720568,for_sale,3.0,2.0,0.09,Staten Island,New York,10314.0,900.0,2022-01-06,699900.0,2022-01
720593,for_sale,4.0,3.0,0.24,New Providence,New Jersey,7974.0,2303.0,2021-09-07,899000.0,2021-09
720630,for_sale,2.0,2.0,0.05,Monroe,New Jersey,8831.0,1304.0,2022-02-14,359900.0,2022-02
720692,for_sale,5.0,2.0,0.03,Newark,New Jersey,7105.0,2211.0,2021-07-22,550000.0,2021-07
720709,for_sale,4.0,5.0,0.13,Staten Island,New York,10303.0,2735.0,2021-12-29,799000.0,2021-12
720756,for_sale,5.0,5.0,0.25,Clark,New Jersey,7066.0,3465.0,2021-08-20,1195000.0,2021-08
720768,for_sale,4.0,3.0,0.14,Plainfield,New Jersey,7063.0,2000.0,2021-03-10,390000.0,2021-03
720773,for_sale,3.0,1.0,0.11,Keyport,New Jersey,7735.0,1001.0,2021-12-20,319000.0,2021-12
720834,for_sale,4.0,3.0,0.13,Highland Park,New Jersey,8904.0,2650.0,2021-03-12,724900.0,2021-03
720998,for_sale,3.0,2.0,0.04,Staten Island,New York,10302.0,1600.0,2022-01-19,579999.0,2022-01
721028,for_sale,3.0,2.0,0.04,Staten Island,New York,10303.0,1350.0,2022-02-03,505000.0,2022-02
721030,for_sale,3.0,1.0,0.11,Laurence Harbor,New Jersey,8879.0,1356.0,2022-03-02,379999.0,2022-03
721064,for_sale,5.0,3.0,0.13,East Orange,New Jersey,7018.0,1874.0,2021-10-13,395000.0,2021-10
721108,for_sale,5.0,3.0,0.12,Irvington,New Jersey,7111.0,19998.0,2022-02-28,299995.0,2022-02
721152,for_sale,5.0,2.0,0.08,Irvington,New Jersey,7111.0,1312.0,2021-10-22,320000.0,2021-10
721214,for_sale,4.0,3.0,0.29,Sayreville,New Jersey,8872.0,2305.0,2021-09-29,629000.0,2021-09
721424,for_sale,3.0,2.0,0.11,South River,New Jersey,8882.0,1650.0,2021-11-12,449900.0,2021-11
721434,for_sale,3.0,2.0,0.3,Metuchen,New Jersey,8840.0,1712.0,2021-07-28,695000.0,2021-07
721444,for_sale,3.0,2.0,0.09,Staten Island,New York,10306.0,1020.0,2021-11-17,649000.0,2021-11
721507,for_sale,4.0,2.0,0.08,Staten Island,New York,10302.0,1600.0,2021-05-18,639999.0,2021-05
721552,for_sale,3.0,2.0,0.07,Staten Island,New York,10301.0,1064.0,2022-02-04,669000.0,2022-02
721662,for_sale,3.0,3.0,0.03,Staten Island,New York,10302.0,1400.0,2021-05-26,499999.0,2021-05
721809,for_sale,3.0,3.0,0.05,Staten Island,New York,10306.0,1256.0,2022-01-11,689000.0,2022-01
722018,for_sale,5.0,3.0,0.29,Piscataway,New Jersey,8854.0,2700.0,2022-01-18,695500.0,2022-01
722041,for_sale,3.0,1.0,0.17,Woodbridge,New Jersey,7001.0,1008.0,2022-02-08,325000.0,2022-02
722114,for_sale,2.0,2.0,0.03,Staten Island,New York,10308.0,1123.0,2021-05-26,539900.0,2021-05
722135,for_sale,2.0,2.0,0.04,Monroe,New Jersey,8831.0,1312.0,2022-01-03,374950.0,2022-01
722164,for_sale,5.0,3.0,0.19,Edison,New Jersey,8817.0,3500.0,2021-04-13,899000.0,2021-04
722166,for_sale,5.0,2.0,0.2,Old Bridge,New Jersey,8857.0,1822.0,2021-05-14,525000.0,2021-05
722174,for_sale,3.0,2.0,0.15,Jamesburg,New Jersey,8831.0,1157.0,2021-08-31,369000.0,2021-08
722196,for_sale,2.0,2.0,0.05,Staten Island,New York,10303.0,1092.0,2022-02-04,482000.0,2022-02
722304,for_sale,7.0,4.0,0.07,Irvington,New Jersey,7111.0,19998.0,2022-02-09,525000.0,2022-02
722507,for_sale,2.0,2.0,0.01,Perth Amboy,New Jersey,8861.0,1118.0,2022-01-31,249000.0,2022-01
722523,for_sale,3.0,2.0,0.06,New Brunswick,New Jersey,8901.0,1072.0,2021-03-24,565000.0,2021-03
722607,for_sale,2.0,3.0,0.02,Piscataway,New Jersey,8854.0,1470.0,2021-10-08,349000.0,2021-10
722626,for_sale,3.0,3.0,0.3,Edison,New Jersey,8817.0,1396.0,2021-12-28,499000.0,2021-12
722642,for_sale,5.0,3.0,0.23,Iselin,New Jersey,8830.0,2950.0,2021-08-30,839000.0,2021-08
722655,for_sale,3.0,2.0,0.09,Edison,New Jersey,8817.0,1750.0,2022-01-03,475000.0,2022-01
722869,for_sale,4.0,5.0,34.79,Monroe,New Jersey,8831.0,4000.0,2021-12-21,1190000.0,2021-12
722922,for_sale,2.0,2.0,0.14,Monroe,New Jersey,8831.0,1404.0,2022-02-14,399998.0,2022-02
723001,for_sale,2.0,2.0,0.14,Monroe,New Jersey,8831.0,1825.0,2021-08-11,425000.0,2021-08
723006,for_sale,4.0,4.0,0.18,Jamesburg,New Jersey,8831.0,1836.0,2021-12-03,479900.0,2021-12
723013,for_sale,3.0,3.0,0.17,Monroe,New Jersey,8831.0,2099.0,2021-08-02,463000.0,2021-08
723017,for_sale,5.0,4.0,0.72,Monroe,New Jersey,8831.0,3811.0,2021-09-15,835000.0,2021-09
723126,for_sale,3.0,3.0,0.04,Staten Island,New York,10307.0,1800.0,2021-05-12,450000.0,2021-05
723133,for_sale,4.0,4.0,0.08,Staten Island,New York,10307.0,2780.0,2021-04-09,838000.0,2021-04
723169,for_sale,3.0,1.0,0.52,Manalapan,New Jersey,7726.0,1380.0,2021-08-27,369900.0,2021-08
723186,for_sale,6.0,6.0,0.42,East Brunswick,New Jersey,8816.0,5050.0,2022-03-08,999900.0,2022-03
723355,for_sale,5.0,2.0,0.1,North Brunswick,New Jersey,8902.0,1258.0,2021-03-03,290000.0,2021-03
723417,for_sale,2.0,2.0,0.01,Woodbridge Proper,New Jersey,7095.0,1535.0,2022-02-08,299900.0,2022-02
723446,for_sale,3.0,2.0,0.03,Staten Island,New York,10309.0,1642.0,2021-08-19,519000.0,2021-08
723467,for_sale,4.0,5.0,0.11,South River,New Jersey,8882.0,2419.0,2022-03-03,560000.0,2022-03
723472,for_sale,3.0,1.0,0.22,East Brunswick,New Jersey,8816.0,1356.0,2022-02-18,449900.0,2022-02
723489,for_sale,3.0,2.0,0.14,Fords,New Jersey,8863.0,1320.0,2021-09-23,400000.0,2021-09
723500,for_sale,3.0,2.0,0.03,Matawan,New Jersey,7747.0,1351.0,2021-09-20,399500.0,2021-09
723660,for_sale,3.0,2.0,0.19,Avenel,New Jersey,7001.0,1552.0,2021-08-02,335000.0,2021-08
723712,for_sale,2.0,2.0,0.01,Staten Island,New York,10312.0,980.0,2021-11-09,429900.0,2021-11
723720,for_sale,3.0,2.0,0.09,Carteret,New Jersey,7008.0,1499.0,2022-03-11,349900.0,2022-03
723898,for_sale,5.0,5.0,0.23,Iselin,New Jersey,8830.0,3600.0,2021-09-30,850000.0,2021-09
723941,for_sale,4.0,4.0,0.46,East Windsor,New Jersey,8520.0,3391.0,2021-06-07,777000.0,2021-06
724037,for_sale,4.0,5.0,34.79,Monroe,New Jersey,8831.0,4000.0,2021-12-21,1190000.0,2021-12
724038,for_sale,3.0,2.0,0.06,Hazlet,New Jersey,7730.0,1676.0,2021-03-19,374999.0,2021-03
724058,for_sale,4.0,4.0,0.15,Edison,New Jersey,8817.0,2219.0,2021-08-16,719000.0,2021-08
724151,for_sale,1.0,1.0,0.07,Woodbridge Proper,New Jersey,7095.0,572.0,2021-12-10,249000.0,2021-12
724182,for_sale,2.0,2.0,0.14,Monroe,New Jersey,8831.0,1404.0,2022-02-14,399998.0,2022-02
724216,for_sale,3.0,3.0,0.03,Old Bridge,New Jersey,8857.0,2130.0,2021-06-18,529900.0,2021-06
724353,for_sale,2.0,1.0,0.02,New Brunswick,New Jersey,8901.0,908.0,2021-09-28,225000.0,2021-09
724398,for_sale,4.0,3.0,0.17,Woodbridge,New Jersey,8861.0,2275.0,2021-07-13,699000.0,2021-07
724596,for_sale,3.0,3.0,0.35,Woodbridge Proper,New Jersey,7095.0,2125.0,2021-08-10,629900.0,2021-08
724620,for_sale,2.0,2.0,0.02,New Brunswick,New Jersey,8901.0,1692.0,2021-08-30,249900.0,2021-08
724622,for_sale,5.0,2.0,0.15,Edison,New Jersey,8817.0,1440.0,2021-06-28,299999.0,2021-06
724625,for_sale,3.0,2.0,0.23,South River,New Jersey,8882.0,1523.0,2021-05-26,309000.0,2021-05
724628,for_sale,2.0,2.0,0.01,Old Bridge,New Jersey,8857.0,1185.0,2021-08-26,299000.0,2021-08
724631,for_sale,3.0,2.0,0.11,Carteret,New Jersey,7008.0,1728.0,2021-09-29,395000.0,2021-09
724643,for_sale,5.0,5.0,0.17,Metuchen,New Jersey,8840.0,3241.0,2021-12-09,989999.0,2021-12
724647,for_sale,4.0,3.0,2.59,South Plainfield,New Jersey,7080.0,2750.0,2022-01-11,679000.0,2022-01
724648,for_sale,5.0,4.0,0.18,Metuchen,New Jersey,8840.0,3187.0,2021-04-15,899000.0,2021-04
724652,for_sale,5.0,5.0,0.46,Edison,New Jersey,8820.0,4712.0,2021-03-11,1385000.0,2021-03
724659,for_sale,2.0,1.0,0.06,Old Bridge,New Jersey,8879.0,672.0,2021-03-05,215000.0,2021-03
724665,for_sale,2.0,3.0,0.2,North Brunswick,New Jersey,8902.0,1621.0,2021-10-04,314900.0,2021-10
724672,for_sale,4.0,4.0,0.23,Old Bridge,New Jersey,7735.0,2506.0,2021-06-28,570000.0,2021-06
724680,for_sale,6.0,4.0,0.41,North Brunswick,New Jersey,8902.0,2832.0,2021-09-15,650000.0,2021-09
724687,for_sale,4.0,4.0,0.1,Avenel,New Jersey,7001.0,1620.0,2022-02-25,460000.0,2022-02
724688,for_sale,5.0,3.0,0.22,Edison,New Jersey,8817.0,2567.0,2021-12-03,714999.0,2021-12
724690,for_sale,4.0,5.0,0.11,Metuchen,New Jersey,8840.0,760.0,2021-04-08,770000.0,2021-04
724693,for_sale,5.0,5.0,0.48,South Brunswick,New Jersey,8512.0,4102.0,2021-07-28,1095000.0,2021-07
724694,for_sale,5.0,3.0,0.21,Edison,New Jersey,8817.0,2567.0,2021-12-03,714999.0,2021-12
724696,for_sale,5.0,3.0,0.22,Edison,New Jersey,8817.0,814.0,2021-11-01,719999.0,2021-11
724709,for_sale,3.0,1.0,0.25,South River,New Jersey,8882.0,1374.0,2021-11-15,399900.0,2021-11
724717,for_sale,2.0,2.0,0.02,Old Bridge,New Jersey,8857.0,1499.0,2022-02-17,399900.0,2022-02
724726,for_sale,4.0,4.0,1.0,Colonia,New Jersey,7067.0,2851.0,2021-10-22,849900.0,2021-10
724731,for_sale,5.0,4.0,0.72,Monroe,New Jersey,8831.0,3811.0,2021-09-15,835000.0,2021-09
724743,for_sale,3.0,3.0,11236.0,South Brunswick,New Jersey,8824.0,2263.0,2021-05-13,379900.0,2021-05
724750,for_sale,3.0,2.0,0.08,Woodbridge Proper,New Jersey,7095.0,1404.0,2021-09-24,379900.0,2021-09
724752,for_sale,4.0,3.0,0.26,Fords,New Jersey,8863.0,1184.0,2021-10-14,384900.0,2021-10
724759,for_sale,2.0,2.0,0.14,Monroe,New Jersey,8831.0,1825.0,2021-08-11,425000.0,2021-08
724763,for_sale,3.0,2.0,0.11,New Brunswick,New Jersey,8901.0,1188.0,2021-10-26,318000.0,2021-10
724764,for_sale,5.0,2.0,0.26,North Brunswick,New Jersey,8902.0,1824.0,2022-01-13,390000.0,2022-01
724766,for_sale,4.0,4.0,0.18,Jamesburg,New Jersey,8831.0,1836.0,2021-12-03,479900.0,2021-12
724770,for_sale,3.0,3.0,0.17,Monroe,New Jersey,8831.0,2099.0,2021-08-02,463000.0,2021-08
724773,for_sale,3.0,2.0,0.38,East Brunswick,New Jersey,8816.0,1632.0,2022-02-09,409900.0,2022-02
724779,for_sale,4.0,3.0,0.11,Edison,New Jersey,8837.0,2009.0,2021-08-31,549900.0,2021-08
724783,for_sale,3.0,3.0,0.07,Carteret,New Jersey,7008.0,2004.0,2021-12-09,435000.0,2021-12
724788,for_sale,2.0,2.0,0.03,Perth Amboy,New Jersey,8861.0,1291.0,2021-06-21,260000.0,2021-06
724789,for_sale,2.0,2.0,0.14,Sayreville,New Jersey,8879.0,1364.0,2021-11-16,325000.0,2021-11
724805,for_sale,4.0,3.0,0.34,North Brunswick,New Jersey,8902.0,2644.0,2022-03-11,475000.0,2022-03
724808,for_sale,3.0,2.0,0.33,South Brunswick,New Jersey,8824.0,1376.0,2021-12-14,385000.0,2021-12
724813,for_sale,3.0,2.0,0.15,New Brunswick,New Jersey,8901.0,1152.0,2021-12-22,375000.0,2021-12
724820,for_sale,4.0,2.0,0.08,New Brunswick,New Jersey,8901.0,1400.0,2022-02-28,389900.0,2022-02
724824,for_sale,3.0,2.0,0.17,Avenel,New Jersey,7001.0,7501.0,2021-11-01,340000.0,2021-11
724846,for_sale,3.0,3.0,0.12,Old Bridge,New Jersey,8857.0,1633.0,2021-07-15,429000.0,2021-07
724851,for_sale,3.0,1.0,0.13,Carteret,New Jersey,7008.0,1346.0,2021-07-30,379000.0,2021-07
724854,for_sale,3.0,3.0,0.06,Perth Amboy,New Jersey,8861.0,1749.0,2021-10-04,398888.0,2021-10
724856,for_sale,3.0,3.0,0.4,East Brunswick,New Jersey,8816.0,2379.0,2021-11-08,494900.0,2021-11
724860,for_sale,5.0,2.0,0.38,East Brunswick,New Jersey,8816.0,1904.0,2021-12-29,499900.0,2021-12
724863,for_sale,3.0,2.0,0.15,Old Bridge,New Jersey,8857.0,1529.0,2021-08-25,449900.0,2021-08
724909,for_sale,2.0,2.0,1.5,Perth Amboy,New Jersey,8861.0,1289.0,2021-10-18,192000.0,2021-10
724912,for_sale,3.0,1.0,0.11,East Brunswick,New Jersey,8816.0,2040.0,2022-01-24,340000.0,2022-01
724917,for_sale,2.0,1.0,0.09,Fords,New Jersey,8863.0,792.0,2021-10-01,275000.0,2021-10
724920,for_sale,1.0,1.0,0.01,Edison,New Jersey,8837.0,990.0,2021-12-16,225000.0,2021-12
724922,for_sale,3.0,2.0,0.41,East Brunswick,New Jersey,8816.0,1778.0,2022-01-14,369900.0,2022-01
724926,for_sale,5.0,3.0,0.04,Perth Amboy,New Jersey,8861.0,1872.0,2022-01-25,379900.0,2022-01
724931,for_sale,2.0,3.0,0.0,Edison,New Jersey,8820.0,1604.0,2021-12-10,430000.0,2021-12
724940,for_sale,4.0,3.0,0.17,South Amboy,New Jersey,8879.0,1584.0,2022-01-03,414900.0,2022-01
724945,for_sale,3.0,2.0,0.12,Iselin,New Jersey,8830.0,997.0,2022-02-04,424900.0,2022-02
724947,for_sale,3.0,2.0,0.16,Old Bridge,New Jersey,8857.0,1572.0,2021-12-20,495000.0,2021-12
724974,for_sale,3.0,4.0,0.11,Metuchen,New Jersey,8840.0,1488.0,2021-06-09,599000.0,2021-06
724986,for_sale,4.0,4.0,0.11,Carteret,New Jersey,7008.0,2825.0,2021-12-29,719900.0,2021-12
725025,for_sale,4.0,3.0,0.17,Union Beach,New Jersey,7735.0,2400.0,2021-03-29,649900.0,2021-03
725030,for_sale,4.0,2.0,0.15,Old Bridge,New Jersey,8857.0,1904.0,2021-12-17,549000.0,2021-12
725031,for_sale,3.0,2.0,0.15,Old Bridge,New Jersey,8857.0,1659.0,2021-12-02,529000.0,2021-12
725033,for_sale,3.0,2.0,0.14,Avenel,New Jersey,7001.0,1542.0,2022-01-27,305100.0,2022-01
725051,for_sale,4.0,3.0,0.97,Princeton Junction,New Jersey,8550.0,2976.0,2021-06-14,949900.0,2021-06
725121,for_sale,4.0,3.0,0.19,Cranbury,New Jersey,8512.0,2360.0,2021-03-25,829500.0,2021-03
725190,for_sale,5.0,6.0,0.46,Edison,New Jersey,8820.0,4000.0,2022-01-03,1250000.0,2022-01
725206,for_sale,5.0,6.0,0.46,Edison,New Jersey,8820.0,5011.0,2021-03-22,1580000.0,2021-03
725250,for_sale,3.0,3.0,0.14,Staten Island,New York,10307.0,2238.0,2021-09-24,929999.0,2021-09
725275,for_sale,4.0,2.0,0.29,Spotswood,New Jersey,8884.0,1248.0,2022-01-24,249999.0,2022-01
725293,for_sale,3.0,2.0,0.11,Carteret,New Jersey,7008.0,1516.0,2021-12-14,475000.0,2021-12
725364,for_sale,3.0,3.0,0.08,Keyport,New Jersey,7735.0,1405.0,2021-05-13,339000.0,2021-05
725376,for_sale,4.0,3.0,0.35,Fords,New Jersey,8863.0,1896.0,2021-07-01,565000.0,2021-07
725386,for_sale,4.0,3.0,0.14,Carteret,New Jersey,7008.0,1305.0,2022-02-08,490000.0,2022-02
725408,for_sale,5.0,3.0,0.38,East Brunswick,New Jersey,8816.0,3326.0,2021-06-29,649500.0,2021-06
725437,for_sale,5.0,5.0,0.28,Edison,New Jersey,8820.0,4200.0,2021-06-15,989000.0,2021-06
725439,for_sale,2.0,2.0,0.11,Colonia,New Jersey,7067.0,1050.0,2021-04-27,374900.0,2021-04
725504,for_sale,2.0,2.0,0.05,Monroe,New Jersey,8831.0,1304.0,2022-02-14,359900.0,2022-02
725535,for_sale,3.0,1.0,0.51,Piscataway,New Jersey,8854.0,1008.0,2021-11-16,425000.0,2021-11
725642,for_sale,3.0,1.0,0.11,Laurence Harbor,New Jersey,8879.0,1356.0,2022-03-02,379999.0,2022-03
725659,for_sale,2.0,2.0,0.01,Manalapan,New Jersey,7726.0,1130.0,2022-01-19,310000.0,2022-01
725728,for_sale,4.0,3.0,0.29,Sayreville,New Jersey,8872.0,2305.0,2021-09-29,629000.0,2021-09
725771,for_sale,5.0,4.0,0.83,Manalapan,New Jersey,7726.0,3228.0,2021-08-05,940000.0,2021-08
725782,for_sale,3.0,2.0,0.3,Metuchen,New Jersey,8840.0,1712.0,2021-07-28,695000.0,2021-07
725804,for_sale,3.0,2.0,0.11,South River,New Jersey,8882.0,1650.0,2021-11-12,449900.0,2021-11
725914,for_sale,3.0,2.0,0.11,Port Reading,New Jersey,7064.0,946.0,2022-01-31,325000.0,2022-01
725974,for_sale,5.0,3.0,1.47,Robbinsville,New Jersey,8691.0,2989.0,2021-12-03,1100000.0,2021-12
726017,for_sale,5.0,4.0,0.74,Middletown,New Jersey,7748.0,4000.0,2021-04-28,1399000.0,2021-04
726063,for_sale,1.0,1.0,0.06,Keansburg,New Jersey,7734.0,740.0,2021-06-07,179900.0,2021-06
726092,for_sale,3.0,4.0,0.36,East Brunswick,New Jersey,8816.0,1758.0,2021-10-20,550000.0,2021-10
726221,for_sale,4.0,5.0,0.8,West Windsor,New Jersey,8550.0,4141.0,2021-08-13,1300000.0,2021-08
726231,for_sale,2.0,2.0,0.01,Perth Amboy,New Jersey,8861.0,1118.0,2022-01-31,249000.0,2022-01
726237,for_sale,3.0,2.0,0.06,New Brunswick,New Jersey,8901.0,1072.0,2021-03-24,565000.0,2021-03
726302,for_sale,3.0,3.0,0.3,Edison,New Jersey,8817.0,1396.0,2021-12-28,499000.0,2021-12
726354,for_sale,4.0,1.0,0.12,Manville,New Jersey,8835.0,1152.0,2021-12-16,350000.0,2021-12
726394,for_sale,5.0,4.0,0.33,Lebanon,New Jersey,8833.0,3000.0,2021-06-14,440000.0,2021-06
726408,for_sale,4.0,4.0,4.19,Tewksbury Township,New Jersey,8833.0,2713.0,2021-04-21,599900.0,2021-04
726466,for_sale,5.0,3.0,0.14,Bound Brook,New Jersey,8805.0,1780.0,2021-03-26,419900.0,2021-03
726605,for_sale,3.0,2.0,0.15,Jamesburg,New Jersey,8831.0,1157.0,2021-08-31,369000.0,2021-08
726612,for_sale,2.0,2.0,0.04,Monroe,New Jersey,8831.0,1312.0,2022-01-03,374950.0,2022-01
726634,for_sale,5.0,3.0,0.46,Marlboro,New Jersey,7746.0,2586.0,2021-11-05,699900.0,2021-11
726637,for_sale,5.0,3.0,0.19,Edison,New Jersey,8817.0,3500.0,2021-04-13,899000.0,2021-04
726640,for_sale,5.0,2.0,0.2,Old Bridge,New Jersey,8857.0,1822.0,2021-05-14,525000.0,2021-05
726659,for_sale,4.0,2.0,0.48,South Brunswick,New Jersey,8824.0,1318.0,2022-01-27,489000.0,2022-01
726694,for_sale,3.0,2.0,0.16,Dunellen,New Jersey,8812.0,1350.0,2021-09-16,419900.0,2021-09
726697,for_sale,3.0,2.0,0.11,South Plainfield,New Jersey,7080.0,1200.0,2021-10-12,414900.0,2021-10
726726,for_sale,2.0,1.0,0.02,New Brunswick,New Jersey,8901.0,908.0,2021-09-28,225000.0,2021-09
726780,for_sale,4.0,3.0,0.78,Clinton Township,New Jersey,8801.0,2897.0,2022-04-01,650000.0,2022-04
726829,for_sale,5.0,5.0,0.48,South Brunswick,New Jersey,8512.0,4102.0,2021-07-28,1095000.0,2021-07
726831,for_sale,3.0,3.0,11236.0,South Brunswick,New Jersey,8824.0,2263.0,2021-05-13,379900.0,2021-05
726833,for_sale,4.0,1.0,0.11,Middlesex,New Jersey,8846.0,1010.0,2021-11-01,249999.0,2021-11
726839,for_sale,2.0,3.0,0.2,North Brunswick,New Jersey,8902.0,1621.0,2021-10-04,314900.0,2021-10
726859,for_sale,6.0,4.0,0.41,North Brunswick,New Jersey,8902.0,2832.0,2021-09-15,650000.0,2021-09
726861,for_sale,4.0,2.0,0.29,Piscataway,New Jersey,8854.0,1676.0,2021-04-20,384999.0,2021-04
726864,for_sale,4.0,2.0,0.32,South Brunswick,New Jersey,8824.0,1452.0,2021-07-13,425000.0,2021-07
726886,for_sale,4.0,2.0,0.16,Dunellen,New Jersey,8812.0,2176.0,2021-12-14,435000.0,2021-12
726887,for_sale,5.0,2.0,0.26,North Brunswick,New Jersey,8902.0,1824.0,2022-01-13,390000.0,2022-01
726891,for_sale,3.0,2.0,0.11,New Brunswick,New Jersey,8901.0,1188.0,2021-10-26,318000.0,2021-10
726894,for_sale,4.0,3.0,0.34,North Brunswick,New Jersey,8902.0,2644.0,2022-03-11,475000.0,2022-03
726895,for_sale,3.0,2.0,0.33,South Brunswick,New Jersey,8824.0,1376.0,2021-12-14,385000.0,2021-12
726910,for_sale,4.0,2.0,0.08,New Brunswick,New Jersey,8901.0,1400.0,2022-02-28,389900.0,2022-02
726913,for_sale,3.0,2.0,0.28,Piscataway,New Jersey,8854.0,1170.0,2021-09-24,389000.0,2021-09
726924,for_sale,2.0,1.0,0.12,Piscataway,New Jersey,8854.0,660.0,2022-01-25,285000.0,2022-01
726942,for_sale,3.0,3.0,0.23,Piscataway,New Jersey,8854.0,1982.0,2021-04-13,460000.0,2021-04
726946,for_sale,3.0,2.0,0.23,Piscataway,New Jersey,8854.0,1216.0,2021-03-11,379900.0,2021-03
726949,for_sale,4.0,2.0,0.45,Green Brook,New Jersey,8812.0,2008.0,2021-07-14,469999.0,2021-07
726966,for_sale,3.0,1.0,0.51,Piscataway,New Jersey,8854.0,1008.0,2021-11-16,425000.0,2021-11
727172,for_sale,4.0,4.0,1.92,Raritan,New Jersey,8822.0,4429.0,2021-03-31,850000.0,2021-03
727227,for_sale,3.0,2.0,0.13,Middlesex,New Jersey,8846.0,1030.0,2021-08-30,450000.0,2021-08
727311,for_sale,4.0,3.0,0.14,Plainfield,New Jersey,7063.0,2000.0,2021-03-10,390000.0,2021-03
727326,for_sale,4.0,4.0,1.18,Raritan,New Jersey,8822.0,3872.0,2021-09-07,780000.0,2021-09
727405,for_sale,4.0,2.0,0.12,Dunellen,New Jersey,8812.0,1239.0,2022-01-10,430000.0,2022-01
727615,for_sale,2.0,3.0,0.0,Edison,New Jersey,8820.0,1604.0,2022-01-12,439000.0,2022-01
727617,for_sale,2.0,3.0,0.0,Edison,New Jersey,8820.0,1604.0,2021-12-10,430000.0,2021-12
727621,for_sale,5.0,6.0,0.46,Edison,New Jersey,8820.0,5011.0,2021-03-22,1580000.0,2021-03
727637,for_sale,5.0,6.0,0.46,Edison,New Jersey,8820.0,4000.0,2022-01-03,1250000.0,2022-01
727638,for_sale,3.0,2.0,0.25,Edison,New Jersey,8820.0,1554.0,2021-06-07,639000.0,2021-06
727645,for_sale,5.0,5.0,0.46,Edison,New Jersey,8820.0,4712.0,2021-03-11,1385000.0,2021-03
727682,for_sale,5.0,2.0,0.15,Edison,New Jersey,8817.0,1440.0,2021-06-28,299999.0,2021-06
727710,for_sale,5.0,3.0,0.22,Edison,New Jersey,8817.0,2567.0,2021-12-03,714999.0,2021-12
727714,for_sale,5.0,3.0,0.21,Edison,New Jersey,8817.0,2567.0,2021-12-03,714999.0,2021-12
727716,for_sale,5.0,3.0,0.22,Edison,New Jersey,8817.0,814.0,2021-11-01,719999.0,2021-11
727735,for_sale,3.0,3.0,0.4,East Brunswick,New Jersey,8816.0,2379.0,2021-11-08,494900.0,2021-11
727736,for_sale,3.0,2.0,0.38,East Brunswick,New Jersey,8816.0,1632.0,2022-02-09,409900.0,2022-02
727750,for_sale,5.0,2.0,0.38,East Brunswick,New Jersey,8816.0,1904.0,2021-12-29,499900.0,2021-12
727762,for_sale,3.0,1.0,0.11,East Brunswick,New Jersey,8816.0,2040.0,2022-01-24,340000.0,2022-01
727767,for_sale,3.0,2.0,0.41,East Brunswick,New Jersey,8816.0,1778.0,2022-01-14,369900.0,2022-01
727775,for_sale,5.0,3.0,0.38,East Brunswick,New Jersey,8816.0,3326.0,2021-06-29,649500.0,2021-06
727799,for_sale,4.0,4.0,0.37,East Brunswick,New Jersey,8816.0,2516.0,2021-12-01,774999.0,2021-12
727868,for_sale,5.0,4.0,0.33,Lebanon,New Jersey,8833.0,3000.0,2021-06-14,440000.0,2021-06
727894,for_sale,1.0,1.0,0.01,Edison,New Jersey,8837.0,990.0,2021-12-16,225000.0,2021-12
727920,for_sale,4.0,3.0,0.11,Edison,New Jersey,8837.0,2009.0,2021-08-31,549900.0,2021-08
727951,for_sale,3.0,4.0,0.11,Metuchen,New Jersey,8840.0,1488.0,2021-06-09,599000.0,2021-06
727960,for_sale,5.0,5.0,0.17,Metuchen,New Jersey,8840.0,3241.0,2021-12-09,989999.0,2021-12
727964,for_sale,3.0,2.0,0.3,Metuchen,New Jersey,8840.0,1712.0,2021-07-28,695000.0,2021-07
727966,for_sale,4.0,5.0,0.11,Metuchen,New Jersey,8840.0,760.0,2021-04-08,770000.0,2021-04
727967,for_sale,5.0,4.0,0.18,Metuchen,New Jersey,8840.0,3187.0,2021-04-15,899000.0,2021-04
728016,for_sale,4.0,1.0,0.11,Middlesex,New Jersey,8846.0,1010.0,2021-11-01,249999.0,2021-11
728044,for_sale,3.0,2.0,0.13,Middlesex,New Jersey,8846.0,1030.0,2021-08-30,450000.0,2021-08
728146,for_sale,2.0,2.0,0.01,Perth Amboy,New Jersey,8861.0,1118.0,2022-01-31,249000.0,2022-01
